// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Note: Keep the Sprite_Name field as it is in the game client.

2204,SEDORA,Sedora,Sedora,110,22050,0,1853,1739,1,758,444,92,55,100,50,50,30,70,30,10,12,1,5,41,0x2003695,120,504,960,576,0,0,0,0,0,0,0,962,5000,1024,5000,6256,100,7939,100,0,10,603,5,0,0,0,0,7720,40,4521,1
//2205,TACNU,Tacnu,Tacnu,120,55552,0,5022,2722,1,1551,89,106,25,131,88,85,72,147,75,10,12,2,5,41,0x3795,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,KRAKEN_LEG,Kraken Leg,Kraken Tentacle,124,39190,0,0,0,2,0,555,128,158,100,100,100,130,130,100,10,12,2,5,81,0x6203695,150,768,768,576,0,0,0,0,0,0,0,7565,10,6253,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2207,RACARCH,Racarch,Racarch,1,24390,0,3882,2511,1,0,111,92,66,121,78,66,21,112,33,10,12,1,5,41,0x37B5,130,1872,480,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,WILD_RIDER,Wild Rider,Wild Rider,95,33300,0,8300,3300,1,1320,330,480,22,100,100,30,70,100,30,10,12,2,5,41,0x6203695,150,432,432,360,0,0,0,0,0,0,0,956,7000,12624,7000,720,4000,995,2000,7938,1000,617,1000,0,0,0,0,7720,40,4532,1

// Additional Monsters
2209,E_THIEF_BUG,Thief Bug,Thief Bug,1,60,1,27,20,1,1,1,2,5,6,1,1,0,6,5,10,12,1,3,21,0x2000081,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,XMAS_LUNATIC,Xmas Lunatic,Christmas Snow Rabbit,1,60,1,27,20,1,1,1,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2211,E_TEDDY_BEAR,Teddy Bear,Christmas Teddy Bear,1,60,1,27,20,1,1,1,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2212,E_KNIGHT_OF_WINDSTORM,Knight of Windstorm,Stormy Knight,1,60,1,27,20,1,5,10,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,M_WANDER_MAN,Wander Man,Wanderer,1,60,1,27,20,1,1100,200,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,M_WICKED_NYMPH,Wicked Nymph,Evil Nymph,1,60,1,27,20,1,420,200,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,M_KASA,Kasa,Kasa,1,60,1,27,20,1,1100,200,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2216,M_SALAMANDER,Salamander,Salamander,1,60,1,27,20,1,900,200,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2217,M_TEDDY_BEAR,Teddy Bear,Teddy Bear,1,60,1,27,20,1,600,200,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,E_OCTOPUS_LEG,Octopus Leg,Octopus Tentacle,1,60,1,27,20,1,13,8,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2219,E_GIANT_OCTOPUS,Giant Octopus,Giant Octopus,1,60,1,27,20,1,13,8,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2220,E_QUVE,Quve,Messenger of Devil,1,60,1,27,20,1,13,8,2,5,6,1,1,0,6,5,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// Lighthalzen Biolab F4
2221,RANDEL,Randel,Randel,141,478745,0,32367,24055,1,3055,1230,180,56,142,69,86,49,132,55,10,12,1,7,66,0x3095,170,76,384,288,0,0,0,0,0,0,0,7345,3000,6470,300,6471,300,985,100,617,10,0,1,0,1,0,0,7720,40,4572,1
2222,FLAMEL,Flamel,Flamel,141,316468,0,31166,21445,1,2017,1602,93,40,138,79,62,53,82,48,10,12,1,7,63,0x3095,180,76,384,288,0,0,0,0,0,0,0,7345,3000,6470,300,6471,300,984,100,617,10,16010,10,15044,1,0,0,7720,40,4570,1
2223,CELIA,Celia,Celia,141,253145,0,22107,19017,1,1612,0,74,312,108,78,55,144,139,49,10,12,1,7,68,0x3295,150,1152,384,288,0,0,0,0,0,0,0,7345,3000,6470,300,6471,300,985,100,0,10,0,10,18111,1,0,0,7720,40,4568,1
2224,CHEN,Chen,Chen,141,218721,2000,25684,19810,1,2501,1248,125,56,126,74,71,123,99,65,10,12,1,6,81,0x3295,180,1152,384,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,984,100,617,10,0,10,0,1,0,0,7720,40,4569,1
2225,GERTIE,Gertie,Gertie,141,266926,0,24267,20233,1,3684,1207,108,10,145,87,59,67,127,76,10,12,1,6,85,0x2003095,180,76,384,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,985,100,617,10,13061,10,18109,1,0,0,7720,40,4571,1
2226,ALPHOCCIO,Alphoccio,Alphoccio,142,256202,0,22192,20322,1,1273,3076,84,15,121,126,67,80,165,42,10,12,1,7,64,0x3095,180,76,384,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,984,100,617,10,0,10,0,1,0,0,7720,40,4567,1
2227,TRENTINI,Trentini,Trentini,142,204962,0,15995,13248,1,1070,3206,70,12,121,126,67,80,165,42,10,12,1,7,64,0x3095,180,76,384,288,0,0,0,0,0,0,0,7347,2000,6470,300,6471,300,985,100,0,10,0,10,0,1,0,0,7720,40,4573,1
2228,G_RANDEL,Paladin Randel,Paladin Randel,160,3870000,0,18000,10000,1,5537,3017,667,151,303,165,181,110,178,66,10,12,1,7,86,0x6203695,100,76,384,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2229,G_FLAMEL,Creator Flamel,Creator Flamel,160,2230000,0,18000,10000,1,2355,0,253,133,275,148,156,72,177,60,10,12,1,7,83,0x6203695,100,76,384,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,G_CELIA,Professor Celia,Professor Celia,160,1847804,0,18000,10000,1,2481,3114,201,543,165,190,142,236,199,93,10,12,1,7,88,0x6203695,150,1152,384,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2231,G_CHEN,Champion Chen,Champion Chen,160,2249350,5000,18000,10000,1,3617,1947,216,134,172,150,164,203,155,88,10,12,1,6,81,0x6203695,125,1152,384,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2232,G_GERTIE,Stalker Gertie,Stalker Gertie,160,2057279,0,18000,10000,1,6162,1274,251,107,211,181,114,83,225,60,10,12,1,6,85,0x6203695,100,76,384,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2233,G_ALPHOCCIO,Clown Alphoccio,Clown Alphoccio,160,1894278,0,18000,10000,1,2641,3749,201,109,176,258,155,132,309,95,10,12,1,7,84,0x6203695,100,76,384,288,0,0,0,0,0,0,0,6223,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2234,G_TRENTINI,Gypsy Trentini,Gypsy Trentini,160,1894278,0,18000,10000,1,2016,4036,181,112,176,258,155,132,309,95,10,12,1,7,84,0x6203695,100,76,384,288,0,0,0,0,0,0,0,6224,100,617,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2235,B_RANDEL,Paladin Randel,Paladin Randel,160,6870000,0,4621500,2664000,1,5537,3017,667,151,303,165,181,110,178,66,10,12,1,7,86,0x6283695,100,76,384,288,2310750,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6224,9000,13062,5000,0,5000,0,5000,0,0,7720,40,4565,1
2236,B_FLAMEL,Creator Flamel,Creator Flamel,160,4230000,0,5223570,2630354,1,2355,0,253,133,275,148,156,72,177,60,10,12,1,7,83,0x6283695,100,76,384,288,2611785,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6223,9000,0,5000,0,5000,0,5000,0,0,7720,40,4563,1
2237,B_CELIA,Professor Celia,Professor Celia,160,3847804,0,5027308,2509792,1,2481,3114,201,543,165,190,142,236,199,93,10,12,1,7,88,0x6283695,150,1152,384,288,2513654,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6224,9000,0,5000,0,5000,0,5000,0,0,7720,40,4561,1
2238,B_CHEN,Champion Chen,Champion Chen,160,4249350,5000,5113568,2934974,1,3617,1947,216,134,172,150,164,203,155,88,10,12,1,6,81,0x6283695,125,1152,384,288,2556784,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6223,9000,0,5000,0,5000,16017,5000,0,0,7720,40,4562,1
2239,B_GERTIE,Stalker Gertie,Stalker Gertie,160,4057279,0,4420698,2691274,1,6162,1274,251,107,211,181,114,83,225,60,10,12,1,6,85,0x6283695,100,76,384,288,2210349,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6224,9000,13069,5000,13070,5000,0,5000,0,0,7720,40,4564,1
2240,B_ALPHOCCIO,Clown Alphoccio,Clown Alphoccio,160,3894278,0,4226036,2468972,1,2641,3749,201,109,176,258,155,132,309,95,10,12,1,7,84,0x6283695,100,76,384,288,2113018,617,5500,603,2250,732,450,12623,9000,12616,9000,616,9000,6223,9000,18103,5000,0,5000,0,5000,0,0,7720,40,4560,1
2241,B_TRENTINI,Gypsy Trentini,Gypsy Trentini,160,3894278,0,4463758,2563096,1,2016,4036,181,112,176,258,155,132,309,95,10,12,1,7,84,0x6283695,100,76,384,288,2231879,0,0,0,0,0,0,12623,9000,12616,9000,616,9000,6224,9000,18103,5000,18110,5000,1963,5000,0,0,7720,40,4566,1
2242,MD_DESERT_WOLF,Desert Wolf,Desert Wolf,135,551578,0,0,0,1,676,59,151,39,93,69,63,61,82,42,10,12,1,6,20,0x6203695,200,1120,420,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2243,MD_DESERT_WOLF_B,Desert Wolf,Desert Wolf,130,274531,0,0,0,1,33,8,13,0,10,12,8,5,17,7,10,12,0,6,20,0x6203695,300,1600,900,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,QUEST_CHEN,Champion Chen,Dark Martial Arts Master,130,300,1,0,0,1,103,23,25,56,122,81,83,130,201,61,10,12,1,7,81,0x6203695,300,200,768,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245,EXP_TEST,Exp Test,Experience Test,1,100,1,100,100,1,8,1,2,5,6,1,1,0,6,5,10,12,1,7,21,0x83,400,1000,480,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2246,Q_WOOTAN_FIGHTER,Wootan Fighter,Wootan Fighter,95,9000,1,1400,2000,1,255,36,103,8,63,14,36,5,62,15,10,12,1,7,43,0x83,200,912,1344,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2247,Q_INCREASE_SOIL,Increase Soil,Mi Gao,95,20000,1,1400,2000,1,365,30,112,39,67,23,41,49,94,30,10,12,1,0,62,0x83,445,106,1056,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

2248,GOLDPORING,Golden Poring,Golden Poring,1,15,1,0,0,0,0,0,160,5,1,1,1,1,999,1,10,12,1,3,21,0x170083,400,1872,672,480,0,0,0,0,0,0,0,6012,2000,6485,2000,6486,2000,6487,2000,7470,2000,7602,2000,6487,2000,969,10,0,0,0,0

// Hall of Abyss Guild Dungeon
2249,PYURIEL,Pyuriel,Angry Student Pyuriel,141,2205000,1,1500123,1200000,2,0,1513,388,206,196,131,125,276,401,156,10,12,1,7,83,0x6283695,100,576,1380,360,750061,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,7720,40,4578,1
2250,LORA,Lora,Warrior Laura,136,500255,1,16567,13788,2,0,1701,224,58,144,92,86,69,149,68,10,12,0,7,43,0x2003695,130,1600,432,360,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,7720,40,4579,1
2251,GIOIA,Gioia,Gioia,146,2507989,1,1503451,1303547,1,1105,2601,436,218,180,201,156,190,299,77,10,12,2,0,84,0x6283695,100,1344,2592,432,751725,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,7720,40,4576,1
2252,ELVIRA,Elvira,Elvira,138,501765,1,17847,13569,3,699,2101,171,68,189,105,92,85,198,72,10,12,0,0,64,0x2003695,120,880,1224,360,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,7720,40,4577,1
2253,DAEHYON,Daehyon,General Daehyun,142,2500148,1,1501561,1274220,2,2710,1410,494,123,116,123,154,99,217,98,10,12,2,7,62,0x6283695,100,900,792,432,750780,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,7720,40,4574,1
2254,SOHEON,Soheon,Samurai Soheon,137,502015,1,15715,12540,2,1591,1036,210,178,118,244,98,126,246,102,10,12,1,7,64,0x2003695,120,1000,1008,432,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,7720,40,4575,1
2255,KADES,Kades,Dark Guardian Kades,143,2505000,1,1604000,1310000,1,2201,2001,479,262,191,223,187,155,362,163,10,12,2,0,67,0x6283695,100,900,648,480,802000,12246,5000,617,5000,617,5000,12623,100,617,3000,616,500,12675,3000,12679,2000,12680,1000,0,0,0,0,7720,40,4580,1
2256,RUDO,Rudo,Rudo,135,501489,1,13633,12409,1,1401,1501,196,96,106,65,61,42,125,72,10,12,0,8,66,0x2003695,120,1576,504,360,0,0,0,0,0,0,0,12623,5,617,3000,616,50,12675,50,12679,500,12680,500,0,0,0,0,7720,40,4581,1
2257,I_PIAMETTE,Piamette,Piamette,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,I_PIAMETTE_,Piamette,Piamette,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2259,I_GARDEN_KEEPER,Garden Keeper,Garden Keeper,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,G_GARDEN_KEEPER,Garden Keeper,Garden Keeper,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,I_GARDEN_WATCHER,Garden Watcher,Garden Watcher,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2262,G_GARDEN_WATCHER,Garden Watcher,Garden Watcher,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,I_WISH_MAIDEN,Wish Maiden,Wish Maiden,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2264,I_ARMAIA,Armaia,Armeyer Dinze,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2265,I_ARMAIA_,Armaia,Armeyer Dinze,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2266,I_EREND,Erend,Errende Ebecee,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,I_EREND_,Erend,Errende Ebecee,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,I_KAVAC,Kavac,Kavach Icarus,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2269,I_KAVAC_,Kavac,Kavach Icarus,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,I_RAWREL,Rawrel,Laurell Weinder,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,I_RAWREL_,Rawrel,Laurell Weinder,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,I_WHIKEBAIN,Whikebain,Wickebine Tres,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,I_WHIKEBAIN_,Whikebain,Wickebine Tres,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,I_YGNIZEM,Ygnizem,Egnigem Cenia,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,I_YGNIZEM_,Ygnizem,Egnigem Cenia,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2276,I_DOPPELGANGER,Doppelganger,Doppelganger,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,G_LORA,Lora,Warrior Laura,136,500255,1,0,0,2,0,1701,224,58,144,92,86,69,149,68,10,12,0,7,43,0x2003695,130,1600,432,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,G_ELVIRA,Elvira,Elvira,138,501765,1,0,0,3,699,2101,171,68,189,105,92,85,198,72,10,12,0,0,64,0x2003695,120,880,1224,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2279,G_SOHEON,Soheon,Samurai Soheon,137,502015,1,0,0,2,1591,1036,210,178,118,244,98,126,246,102,10,12,1,7,64,0x2003695,120,1000,1008,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,G_RUDO,Rudo,Rudo,135,501489,1,0,0,1,1401,1501,196,96,106,65,61,42,125,72,10,12,0,8,66,0x2003695,120,1576,504,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2281,GLD_DARK_SHADOW,Abysmal Dark Shadow,Dark Shadow,147,204109,1,11500,10100,1,1653,1621,140,44,155,126,89,108,213,76,10,12,0,0,47,0x2003695,220,768,1776,648,0,0,0,0,0,0,0,7205,2500,2609,500,13038,3,6089,500,0,1,12676,2,0,2,0,0,7720,40,4449,1
2282,GLD_DARK_FRAME,Abysmal Dark Frame,Dark Frame,145,180018,1,10101,10003,1,1850,1601,81,37,69,37,36,10,64,5,10,12,1,6,67,0x2003695,200,920,720,200,0,0,0,0,0,0,0,7054,2328,734,500,2505,15,0,1,12676,50,1000,40,747,2,0,0,7720,40,4170,1
2283,GLD_DARK_PRIEST,Abysmal Dark Priest,Dark Priest,141,181878,0,10548,10801,2,1326,1651,62,41,5,60,41,89,94,42,10,12,1,6,89,0x2003695,200,864,1252,476,0,0,0,0,0,0,0,0,1,0,1,12680,2,716,225,1009,1,2319,3,7005,1500,0,0,7720,40,4171,1
2284,GLD_KOBOLD_1,Abysmal Kobold,Dark Axe Kobold,145,194830,1,11040,10730,1,1851,201,103,25,109,76,61,53,98,30,10,12,1,7,44,0x2003695,150,1028,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,0,1,12679,2,0,0,0,0,7720,40,4091,1
2285,GLD_KOBOLD_2,Abysmal Kobold,Dark Hammer Kobold,142,181340,1,10360,10150,1,1401,133,117,59,96,61,55,48,95,20,10,12,1,7,45,0x2003695,200,0,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,0,1,12679,2,0,0,0,0,7720,40,4091,1
2286,GLD_KOBOLD_3,Abysmal Kobold,Dark Mace Kobold,141,182830,1,10120,10300,1,1301,134,109,48,103,64,59,42,80,20,10,12,1,7,43,0x2003695,300,1228,528,360,0,0,0,0,0,0,0,999,50,1034,2668,912,350,985,13,0,1,12679,2,0,0,0,0,7720,40,4091,1
2287,GLD_KOBOLD_ARCHER,Abysmal Kobold Archer,Dark Kobold Archer,142,180530,1,10570,10100,9,1504,121,84,5,99,39,48,30,124,25,10,12,0,7,23,0x2003695,200,1008,1008,384,0,0,0,0,0,0,0,912,125,999,30,1034,0,5118,25,12676,5,18114,5,756,40,0,0,7720,40,4292,1
2288,GLD_TREASURE,Treasure Chest,Treasure Chest,140,5,0,0,0,1,0,0,100,0,0,0,0,0,1199,0,0,0,0,0,26,0x6200000,0,0,0,0,0,0,0,0,0,0,0,11547,2000,11503,1000,11504,1000,12675,50,7444,50,12680,50,11547,2000,0,10,0,0,0,0

// Additional Monsters
2289,E_FABRE,Fabre,Fabre,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,J_THIEF_BUG,Thief Bug,Thief Bug,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,E_HORNET,Hornet,Hornet,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,E_HORN,Horn,Horn,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,E_KIND_OF_BEETLE,Beetle King,Beetle King,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,E_ARGIOPE,Argiope,Argiope,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,E_GIANT_SPIDER,Giant Spider,Giant Spider,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2296,E_KILLER_MANTIS,Killer Mantis,Killer Mantis,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,E_GIANT_HONET,Giant Hornet,Giant Hornet,1,50,0,0,0,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
